order,family,name,year,date1,date2,individuals
LEPIDOPTERA,COLEOPHORIDAE,Coleophora mayrella Hb.,2005,7/11/05,7/11/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora otidipennella Hb.,1993,4/22/93,5/16/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora salicorniae Hein. & Wck.,2006,7/21/06,7/27/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1992,7/21/92,7/23/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1992,8/13/92,8/16/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1994,7/12/94,7/14/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1994,8/5/94,8/7/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1995,7/22/95,7/24/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1997,7/9/97,7/10/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1998,7/29/98,8/2/98,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,1999,7/12/99,7/19/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2000,7/12/00,7/18/00,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2000,8/2/00,8/3/00,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2000,8/4/00,8/13/00,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2000,8/14/00,8/20/00,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2001,7/26/01,7/29/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2002,7/29/02,7/31/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2002,8/5/02,8/7/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2003,7/25/03,7/31/03,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2005,7/18/05,7/19/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2007,8/9/07,8/13/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora saxicolella Dup.,2009,7/28/09,8/2/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1992,7/10/92,7/12/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1992,7/13/92,7/16/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1992,7/17/92,7/20/92,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1992,7/21/92,7/23/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1992,7/29/92,8/2/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1994,7/12/94,7/14/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1994,7/18/94,7/19/94,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1994,7/20/94,7/21/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1994,7/25/94,7/26/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1994,8/1/94,8/1/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1995,7/10/95,7/13/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1995,7/18/95,7/20/95,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1995,7/21/95,7/21/95,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1995,7/30/95,7/30/95,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora serratella L.,1995,7/31/95,7/31/95,1
